,payment_type,payment_type_id,payment_type_name
19320,1,19320,Credit card
19321,1,19321,Credit card
19322,1,19322,Credit card
19323,1,19323,Credit card
19324,1,19324,Credit card
19325,1,19325,Credit card
19326,2,19326,Cash
19327,1,19327,Credit card
19328,2,19328,Cash
19329,2,19329,Cash
19330,1,19330,Credit card
19331,1,19331,Credit card
19332,2,19332,Cash
19333,2,19333,Cash
19334,1,19334,Credit card
19335,1,19335,Credit card
19336,2,19336,Cash
19337,1,19337,Credit card
19338,1,19338,Credit card
19339,2,19339,Cash
19340,1,19340,Credit card
19341,1,19341,Credit card
19342,1,19342,Credit card
19343,1,19343,Credit card
19344,1,19344,Credit card
19345,1,19345,Credit card
19346,1,19346,Credit card
19347,1,19347,Credit card
19348,1,19348,Credit card
19349,1,19349,Credit card
19350,1,19350,Credit card
19351,1,19351,Credit card
19352,1,19352,Credit card
19353,1,19353,Credit card
19354,1,19354,Credit card
19355,1,19355,Credit card
19356,1,19356,Credit card
19357,1,19357,Credit card
19358,1,19358,Credit card
19359,1,19359,Credit card
19360,1,19360,Credit card
19361,1,19361,Credit card
19362,2,19362,Cash
19363,1,19363,Credit card
19364,2,19364,Cash
19365,1,19365,Credit card
19366,2,19366,Cash
19367,1,19367,Credit card
19368,1,19368,Credit card
19369,1,19369,Credit card
19370,1,19370,Credit card
19371,2,19371,Cash
19372,1,19372,Credit card
19373,1,19373,Credit card
19374,1,19374,Credit card
19375,1,19375,Credit card
19376,1,19376,Credit card
19377,1,19377,Credit card
19378,1,19378,Credit card
19379,1,19379,Credit card
19380,1,19380,Credit card
19381,1,19381,Credit card
19382,1,19382,Credit card
19383,2,19383,Cash
19384,2,19384,Cash
19385,2,19385,Cash
19386,1,19386,Credit card
19387,1,19387,Credit card
19388,1,19388,Credit card
19389,1,19389,Credit card
19390,1,19390,Credit card
19391,1,19391,Credit card
19392,2,19392,Cash
19393,1,19393,Credit card
19394,1,19394,Credit card
19395,1,19395,Credit card
19396,1,19396,Credit card
19397,1,19397,Credit card
19398,1,19398,Credit card
19399,1,19399,Credit card
19400,1,19400,Credit card
19401,1,19401,Credit card
19402,1,19402,Credit card
19403,1,19403,Credit card
19404,1,19404,Credit card
19405,1,19405,Credit card
19406,2,19406,Cash
19407,2,19407,Cash
19408,1,19408,Credit card
19409,1,19409,Credit card
19410,1,19410,Credit card
19411,2,19411,Cash
19412,1,19412,Credit card
19413,1,19413,Credit card
19414,2,19414,Cash
19415,2,19415,Cash
19416,1,19416,Credit card
19417,2,19417,Cash
19418,1,19418,Credit card
19419,1,19419,Credit card
19420,1,19420,Credit card
19421,1,19421,Credit card
19422,2,19422,Cash
19423,1,19423,Credit card
19424,1,19424,Credit card
19425,1,19425,Credit card
19426,1,19426,Credit card
19427,2,19427,Cash
19428,1,19428,Credit card
19429,2,19429,Cash
19430,1,19430,Credit card
19431,1,19431,Credit card
19432,1,19432,Credit card
19433,1,19433,Credit card
19434,1,19434,Credit card
19435,2,19435,Cash
19436,1,19436,Credit card
19437,1,19437,Credit card
19438,2,19438,Cash
19439,1,19439,Credit card
19440,2,19440,Cash
19441,1,19441,Credit card
19442,1,19442,Credit card
19443,1,19443,Credit card
19444,1,19444,Credit card
19445,1,19445,Credit card
19446,2,19446,Cash
19447,1,19447,Credit card
19448,1,19448,Credit card
19449,1,19449,Credit card
19450,2,19450,Cash
19451,1,19451,Credit card
19452,1,19452,Credit card
19453,1,19453,Credit card
19454,1,19454,Credit card
19455,1,19455,Credit card
19456,2,19456,Cash
19457,2,19457,Cash
19458,1,19458,Credit card
19459,2,19459,Cash
19460,1,19460,Credit card
19461,2,19461,Cash
19462,1,19462,Credit card
19463,1,19463,Credit card
19464,2,19464,Cash
19465,1,19465,Credit card
19466,1,19466,Credit card
19467,1,19467,Credit card
19468,2,19468,Cash
19469,1,19469,Credit card
19470,2,19470,Cash
19471,1,19471,Credit card
19472,2,19472,Cash
19473,1,19473,Credit card
19474,2,19474,Cash
19475,2,19475,Cash
19476,1,19476,Credit card
19477,1,19477,Credit card
19478,1,19478,Credit card
19479,1,19479,Credit card
19480,1,19480,Credit card
19481,1,19481,Credit card
19482,2,19482,Cash
19483,2,19483,Cash
19484,1,19484,Credit card
19485,1,19485,Credit card
19486,1,19486,Credit card
19487,1,19487,Credit card
19488,2,19488,Cash
19489,1,19489,Credit card
19490,1,19490,Credit card
19491,2,19491,Cash
19492,1,19492,Credit card
19493,2,19493,Cash
19494,1,19494,Credit card
19495,1,19495,Credit card
19496,1,19496,Credit card
19497,2,19497,Cash
19498,1,19498,Credit card
19499,1,19499,Credit card
19500,1,19500,Credit card
19501,1,19501,Credit card
19502,1,19502,Credit card
19503,1,19503,Credit card
19504,2,19504,Cash
19505,1,19505,Credit card
19506,1,19506,Credit card
19507,2,19507,Cash
19508,1,19508,Credit card
19509,1,19509,Credit card
19510,1,19510,Credit card
19511,1,19511,Credit card
19512,1,19512,Credit card
19513,1,19513,Credit card
19514,2,19514,Cash
19515,1,19515,Credit card
19516,1,19516,Credit card
19517,1,19517,Credit card
19518,1,19518,Credit card
19519,1,19519,Credit card
19520,2,19520,Cash
19521,1,19521,Credit card
19522,2,19522,Cash
19523,1,19523,Credit card
19524,1,19524,Credit card
19525,1,19525,Credit card
19526,1,19526,Credit card
19527,2,19527,Cash
19528,1,19528,Credit card
19529,1,19529,Credit card
19530,2,19530,Cash
19531,1,19531,Credit card
19532,1,19532,Credit card
19533,1,19533,Credit card
19534,1,19534,Credit card
19535,1,19535,Credit card
19536,1,19536,Credit card
19537,1,19537,Credit card
19538,2,19538,Cash
19539,1,19539,Credit card
19540,1,19540,Credit card
19541,1,19541,Credit card
19542,1,19542,Credit card
19543,2,19543,Cash
19544,1,19544,Credit card
19545,1,19545,Credit card
19546,2,19546,Cash
19547,2,19547,Cash
19548,1,19548,Credit card
19549,1,19549,Credit card
19550,1,19550,Credit card
19551,1,19551,Credit card
19552,1,19552,Credit card
19553,1,19553,Credit card
19554,1,19554,Credit card
19555,1,19555,Credit card
19556,2,19556,Cash
19557,1,19557,Credit card
19558,1,19558,Credit card
19559,1,19559,Credit card
19560,1,19560,Credit card
19561,1,19561,Credit card
19562,2,19562,Cash
19563,1,19563,Credit card
19564,1,19564,Credit card
19565,1,19565,Credit card
19566,1,19566,Credit card
19567,1,19567,Credit card
19568,1,19568,Credit card
19569,1,19569,Credit card
19570,2,19570,Cash
19571,2,19571,Cash
19572,1,19572,Credit card
19573,1,19573,Credit card
19574,1,19574,Credit card
19575,2,19575,Cash
19576,1,19576,Credit card
19577,1,19577,Credit card
19578,1,19578,Credit card
19579,1,19579,Credit card
19580,1,19580,Credit card
19581,1,19581,Credit card
19582,1,19582,Credit card
19583,1,19583,Credit card
19584,1,19584,Credit card
19585,2,19585,Cash
19586,1,19586,Credit card
19587,1,19587,Credit card
19588,1,19588,Credit card
19589,2,19589,Cash
19590,1,19590,Credit card
19591,2,19591,Cash
19592,1,19592,Credit card
19593,1,19593,Credit card
19594,2,19594,Cash
19595,1,19595,Credit card
19596,1,19596,Credit card
19597,1,19597,Credit card
19598,1,19598,Credit card
19599,1,19599,Credit card
19600,1,19600,Credit card
19601,2,19601,Cash
19602,1,19602,Credit card
19603,1,19603,Credit card
19604,1,19604,Credit card
19605,1,19605,Credit card
19606,1,19606,Credit card
19607,1,19607,Credit card
19608,1,19608,Credit card
19609,1,19609,Credit card
19610,1,19610,Credit card
19611,1,19611,Credit card
19612,1,19612,Credit card
19613,1,19613,Credit card
19614,1,19614,Credit card
19615,1,19615,Credit card
19616,2,19616,Cash
19617,2,19617,Cash
19618,1,19618,Credit card
19619,2,19619,Cash
19620,1,19620,Credit card
19621,1,19621,Credit card
19622,2,19622,Cash
19623,1,19623,Credit card
19624,1,19624,Credit card
19625,1,19625,Credit card
19626,1,19626,Credit card
19627,2,19627,Cash
19628,2,19628,Cash
19629,1,19629,Credit card
19630,1,19630,Credit card
19631,2,19631,Cash
19632,1,19632,Credit card
19633,1,19633,Credit card
19634,1,19634,Credit card
19635,1,19635,Credit card
19636,1,19636,Credit card
19637,1,19637,Credit card
19638,1,19638,Credit card
19639,1,19639,Credit card
19640,1,19640,Credit card
19641,2,19641,Cash
19642,1,19642,Credit card
19643,1,19643,Credit card
19644,1,19644,Credit card
19645,1,19645,Credit card
19646,2,19646,Cash
19647,1,19647,Credit card
19648,1,19648,Credit card
19649,2,19649,Cash
19650,1,19650,Credit card
19651,1,19651,Credit card
19652,1,19652,Credit card
19653,1,19653,Credit card
19654,1,19654,Credit card
19655,1,19655,Credit card
19656,1,19656,Credit card
19657,1,19657,Credit card
19658,1,19658,Credit card
19659,2,19659,Cash
19660,1,19660,Credit card
19661,2,19661,Cash
19662,2,19662,Cash
19663,1,19663,Credit card
19664,2,19664,Cash
19665,1,19665,Credit card
19666,1,19666,Credit card
19667,1,19667,Credit card
19668,2,19668,Cash
19669,1,19669,Credit card
19670,1,19670,Credit card
19671,1,19671,Credit card
19672,2,19672,Cash
19673,1,19673,Credit card
19674,2,19674,Cash
19675,2,19675,Cash
19676,1,19676,Credit card
19677,1,19677,Credit card
19678,1,19678,Credit card
19679,2,19679,Cash
19680,2,19680,Cash
19681,1,19681,Credit card
19682,1,19682,Credit card
19683,1,19683,Credit card
19684,1,19684,Credit card
19685,2,19685,Cash
19686,2,19686,Cash
19687,1,19687,Credit card
19688,1,19688,Credit card
19689,1,19689,Credit card
19690,1,19690,Credit card
19691,2,19691,Cash
19692,2,19692,Cash
19693,1,19693,Credit card
19694,2,19694,Cash
19695,2,19695,Cash
19696,1,19696,Credit card
19697,1,19697,Credit card
19698,2,19698,Cash
19699,2,19699,Cash
19700,1,19700,Credit card
19701,1,19701,Credit card
19702,1,19702,Credit card
19703,1,19703,Credit card
19704,1,19704,Credit card
19705,1,19705,Credit card
19706,1,19706,Credit card
19707,1,19707,Credit card
19708,2,19708,Cash
19709,2,19709,Cash
19710,1,19710,Credit card
19711,2,19711,Cash
19712,1,19712,Credit card
19713,1,19713,Credit card
19714,1,19714,Credit card
19715,1,19715,Credit card
19716,2,19716,Cash
19717,1,19717,Credit card
19718,1,19718,Credit card
19719,2,19719,Cash
19720,1,19720,Credit card
19721,1,19721,Credit card
19722,1,19722,Credit card
19723,2,19723,Cash
19724,1,19724,Credit card
19725,1,19725,Credit card
19726,1,19726,Credit card
19727,1,19727,Credit card
19728,1,19728,Credit card
19729,1,19729,Credit card
19730,1,19730,Credit card
19731,1,19731,Credit card
19732,1,19732,Credit card
19733,1,19733,Credit card
19734,1,19734,Credit card
19735,1,19735,Credit card
19736,1,19736,Credit card
19737,1,19737,Credit card
19738,2,19738,Cash
19739,2,19739,Cash
19740,1,19740,Credit card
19741,1,19741,Credit card
19742,2,19742,Cash
19743,1,19743,Credit card
19744,1,19744,Credit card
19745,2,19745,Cash
19746,1,19746,Credit card
19747,1,19747,Credit card
19748,1,19748,Credit card
19749,2,19749,Cash
19750,1,19750,Credit card
19751,1,19751,Credit card
19752,2,19752,Cash
19753,2,19753,Cash
19754,2,19754,Cash
19755,1,19755,Credit card
19756,1,19756,Credit card
19757,1,19757,Credit card
19758,1,19758,Credit card
19759,1,19759,Credit card
19760,1,19760,Credit card
19761,2,19761,Cash
19762,2,19762,Cash
19763,2,19763,Cash
19764,2,19764,Cash
19765,1,19765,Credit card
19766,2,19766,Cash
19767,2,19767,Cash
19768,1,19768,Credit card
19769,1,19769,Credit card
19770,2,19770,Cash
19771,2,19771,Cash
19772,1,19772,Credit card
19773,1,19773,Credit card
19774,1,19774,Credit card
19775,2,19775,Cash
19776,1,19776,Credit card
19777,2,19777,Cash
19778,1,19778,Credit card
19779,1,19779,Credit card
19780,1,19780,Credit card
19781,1,19781,Credit card
19782,1,19782,Credit card
19783,1,19783,Credit card
19784,1,19784,Credit card
19785,1,19785,Credit card
19786,1,19786,Credit card
19787,1,19787,Credit card
19788,1,19788,Credit card
19789,1,19789,Credit card
19790,1,19790,Credit card
19791,1,19791,Credit card
19792,1,19792,Credit card
19793,2,19793,Cash
19794,1,19794,Credit card
19795,1,19795,Credit card
19796,1,19796,Credit card
19797,2,19797,Cash
19798,1,19798,Credit card
19799,1,19799,Credit card
19800,1,19800,Credit card
19801,1,19801,Credit card
19802,1,19802,Credit card
19803,1,19803,Credit card
19804,2,19804,Cash
19805,1,19805,Credit card
19806,1,19806,Credit card
19807,1,19807,Credit card
19808,1,19808,Credit card
19809,1,19809,Credit card
19810,1,19810,Credit card
19811,1,19811,Credit card
19812,2,19812,Cash
19813,1,19813,Credit card
19814,2,19814,Cash
19815,1,19815,Credit card
19816,1,19816,Credit card
19817,1,19817,Credit card
19818,1,19818,Credit card
19819,1,19819,Credit card
19820,1,19820,Credit card
19821,1,19821,Credit card
19822,1,19822,Credit card
19823,1,19823,Credit card
19824,1,19824,Credit card
19825,2,19825,Cash
19826,1,19826,Credit card
19827,1,19827,Credit card
19828,1,19828,Credit card
19829,2,19829,Cash
19830,1,19830,Credit card
19831,2,19831,Cash
19832,2,19832,Cash
19833,1,19833,Credit card
19834,2,19834,Cash
19835,1,19835,Credit card
19836,1,19836,Credit card
19837,1,19837,Credit card
19838,1,19838,Credit card
19839,1,19839,Credit card
19840,1,19840,Credit card
19841,1,19841,Credit card
19842,1,19842,Credit card
19843,1,19843,Credit card
19844,1,19844,Credit card
19845,1,19845,Credit card
19846,2,19846,Cash
19847,1,19847,Credit card
19848,2,19848,Cash
19849,2,19849,Cash
19850,1,19850,Credit card
19851,1,19851,Credit card
19852,2,19852,Cash
19853,1,19853,Credit card
19854,1,19854,Credit card
19855,1,19855,Credit card
19856,1,19856,Credit card
19857,1,19857,Credit card
19858,2,19858,Cash
19859,1,19859,Credit card
19860,2,19860,Cash
19861,1,19861,Credit card
19862,1,19862,Credit card
19863,1,19863,Credit card
19864,1,19864,Credit card
19865,1,19865,Credit card
19866,1,19866,Credit card
19867,1,19867,Credit card
19868,1,19868,Credit card
19869,1,19869,Credit card
19870,1,19870,Credit card
19871,1,19871,Credit card
19872,2,19872,Cash
19873,1,19873,Credit card
19874,1,19874,Credit card
19875,2,19875,Cash
19876,2,19876,Cash
19877,1,19877,Credit card
19878,1,19878,Credit card
19879,2,19879,Cash
19880,2,19880,Cash
19881,2,19881,Cash
19882,1,19882,Credit card
19883,1,19883,Credit card
19884,1,19884,Credit card
19885,1,19885,Credit card
19886,1,19886,Credit card
19887,1,19887,Credit card
19888,1,19888,Credit card
19889,1,19889,Credit card
19890,1,19890,Credit card
19891,1,19891,Credit card
19892,1,19892,Credit card
19893,1,19893,Credit card
19894,1,19894,Credit card
19895,1,19895,Credit card
19896,1,19896,Credit card
19897,1,19897,Credit card
19898,2,19898,Cash
19899,1,19899,Credit card
19900,2,19900,Cash
19901,2,19901,Cash
19902,1,19902,Credit card
19903,1,19903,Credit card
19904,1,19904,Credit card
19905,1,19905,Credit card
19906,2,19906,Cash
19907,1,19907,Credit card
19908,2,19908,Cash
19909,1,19909,Credit card
19910,1,19910,Credit card
19911,2,19911,Cash
19912,1,19912,Credit card
19913,2,19913,Cash
19914,1,19914,Credit card
19915,2,19915,Cash
19916,1,19916,Credit card
19917,1,19917,Credit card
19918,1,19918,Credit card
19919,1,19919,Credit card
19920,1,19920,Credit card
19921,1,19921,Credit card
19922,1,19922,Credit card
19923,1,19923,Credit card
19924,2,19924,Cash
19925,1,19925,Credit card
19926,1,19926,Credit card
19927,2,19927,Cash
19928,1,19928,Credit card
19929,1,19929,Credit card
19930,1,19930,Credit card
19931,1,19931,Credit card
19932,1,19932,Credit card
19933,1,19933,Credit card
19934,1,19934,Credit card
19935,1,19935,Credit card
19936,1,19936,Credit card
19937,2,19937,Cash
19938,2,19938,Cash
19939,1,19939,Credit card
19940,2,19940,Cash
19941,1,19941,Credit card
19942,1,19942,Credit card
19943,1,19943,Credit card
19944,1,19944,Credit card
19945,2,19945,Cash
19946,1,19946,Credit card
19947,1,19947,Credit card
19948,1,19948,Credit card
19949,1,19949,Credit card
19950,1,19950,Credit card
19951,1,19951,Credit card
19952,1,19952,Credit card
19953,1,19953,Credit card
19954,2,19954,Cash
19955,1,19955,Credit card
19956,1,19956,Credit card
19957,1,19957,Credit card
19958,1,19958,Credit card
19959,1,19959,Credit card
19960,2,19960,Cash
19961,1,19961,Credit card
19962,2,19962,Cash
19963,2,19963,Cash
19964,1,19964,Credit card
19965,1,19965,Credit card
19966,1,19966,Credit card
19967,1,19967,Credit card
19968,1,19968,Credit card
19969,1,19969,Credit card
19970,1,19970,Credit card
19971,2,19971,Cash
19972,1,19972,Credit card
19973,1,19973,Credit card
19974,2,19974,Cash
19975,1,19975,Credit card
19976,1,19976,Credit card
19977,1,19977,Credit card
19978,1,19978,Credit card
19979,2,19979,Cash
19980,2,19980,Cash
19981,2,19981,Cash
19982,1,19982,Credit card
19983,2,19983,Cash
19984,1,19984,Credit card
19985,1,19985,Credit card
19986,1,19986,Credit card
19987,1,19987,Credit card
19988,1,19988,Credit card
19989,2,19989,Cash
19990,1,19990,Credit card
19991,1,19991,Credit card
19992,1,19992,Credit card
19993,1,19993,Credit card
19994,1,19994,Credit card
19995,2,19995,Cash
19996,1,19996,Credit card
19997,2,19997,Cash
19998,1,19998,Credit card
19999,1,19999,Credit card
20000,1,20000,Credit card
20001,1,20001,Credit card
20002,1,20002,Credit card
20003,2,20003,Cash
20004,1,20004,Credit card
20005,2,20005,Cash
20006,1,20006,Credit card
20007,1,20007,Credit card
20008,1,20008,Credit card
20009,1,20009,Credit card
20010,1,20010,Credit card
20011,1,20011,Credit card
20012,2,20012,Cash
20013,1,20013,Credit card
20014,2,20014,Cash
20015,1,20015,Credit card
20016,1,20016,Credit card
20017,2,20017,Cash
20018,1,20018,Credit card
20019,1,20019,Credit card
20020,1,20020,Credit card
20021,1,20021,Credit card
20022,1,20022,Credit card
20023,1,20023,Credit card
20024,2,20024,Cash
20025,1,20025,Credit card
20026,1,20026,Credit card
20027,2,20027,Cash
20028,2,20028,Cash
20029,1,20029,Credit card
20030,1,20030,Credit card
20031,1,20031,Credit card
20032,1,20032,Credit card
20033,1,20033,Credit card
20034,1,20034,Credit card
20035,2,20035,Cash
20036,1,20036,Credit card
20037,2,20037,Cash
20038,1,20038,Credit card
20039,2,20039,Cash
20040,1,20040,Credit card
20041,2,20041,Cash
20042,1,20042,Credit card
20043,1,20043,Credit card
20044,1,20044,Credit card
20045,2,20045,Cash
20046,1,20046,Credit card
20047,1,20047,Credit card
20048,1,20048,Credit card
20049,1,20049,Credit card
20050,1,20050,Credit card
20051,1,20051,Credit card
20052,1,20052,Credit card
20053,1,20053,Credit card
20054,1,20054,Credit card
20055,2,20055,Cash
20056,1,20056,Credit card
20057,2,20057,Cash
20058,1,20058,Credit card
20059,2,20059,Cash
20060,1,20060,Credit card
20061,1,20061,Credit card
20062,1,20062,Credit card
20063,1,20063,Credit card
20064,2,20064,Cash
20065,1,20065,Credit card
20066,1,20066,Credit card
20067,1,20067,Credit card
20068,1,20068,Credit card
20069,2,20069,Cash
20070,2,20070,Cash
20071,1,20071,Credit card
20072,1,20072,Credit card
20073,1,20073,Credit card
20074,1,20074,Credit card
20075,1,20075,Credit card
20076,1,20076,Credit card
20077,2,20077,Cash
20078,2,20078,Cash
20079,2,20079,Cash
20080,1,20080,Credit card
20081,1,20081,Credit card
20082,1,20082,Credit card
20083,2,20083,Cash
20084,2,20084,Cash
20085,1,20085,Credit card
20086,2,20086,Cash
20087,1,20087,Credit card
20088,1,20088,Credit card
20089,1,20089,Credit card
20090,2,20090,Cash
20091,1,20091,Credit card
20092,1,20092,Credit card
20093,2,20093,Cash
20094,1,20094,Credit card
20095,2,20095,Cash
20096,2,20096,Cash
20097,1,20097,Credit card
20098,1,20098,Credit card
20099,2,20099,Cash
20100,1,20100,Credit card
20101,1,20101,Credit card
20102,1,20102,Credit card
20103,1,20103,Credit card
20104,1,20104,Credit card
20105,1,20105,Credit card
20106,1,20106,Credit card
20107,1,20107,Credit card
20108,2,20108,Cash
20109,1,20109,Credit card
20110,1,20110,Credit card
20111,2,20111,Cash
20112,1,20112,Credit card
20113,1,20113,Credit card
20114,1,20114,Credit card
20115,1,20115,Credit card
20116,2,20116,Cash
20117,1,20117,Credit card
20118,1,20118,Credit card
20119,1,20119,Credit card
20120,1,20120,Credit card
20121,1,20121,Credit card
20122,2,20122,Cash
20123,1,20123,Credit card
20124,2,20124,Cash
20125,2,20125,Cash
20126,1,20126,Credit card
20127,1,20127,Credit card
20128,1,20128,Credit card
20129,1,20129,Credit card
20130,2,20130,Cash
20131,1,20131,Credit card
20132,2,20132,Cash
20133,1,20133,Credit card
20134,1,20134,Credit card
20135,1,20135,Credit card
20136,1,20136,Credit card
20137,2,20137,Cash
20138,1,20138,Credit card
20139,2,20139,Cash
20140,2,20140,Cash
20141,2,20141,Cash
20142,1,20142,Credit card
20143,1,20143,Credit card
20144,1,20144,Credit card
20145,1,20145,Credit card
20146,1,20146,Credit card
20147,2,20147,Cash
20148,1,20148,Credit card
20149,1,20149,Credit card
20150,2,20150,Cash
20151,1,20151,Credit card
20152,1,20152,Credit card
20153,1,20153,Credit card
20154,1,20154,Credit card
20155,1,20155,Credit card
20156,1,20156,Credit card
20157,2,20157,Cash
20158,1,20158,Credit card
20159,1,20159,Credit card
20160,1,20160,Credit card
20161,1,20161,Credit card
20162,1,20162,Credit card
20163,1,20163,Credit card
20164,2,20164,Cash
20165,2,20165,Cash
20166,2,20166,Cash
20167,2,20167,Cash
20168,1,20168,Credit card
20169,1,20169,Credit card
20170,1,20170,Credit card
20171,1,20171,Credit card
20172,1,20172,Credit card
20173,1,20173,Credit card
20174,2,20174,Cash
20175,2,20175,Cash
20176,1,20176,Credit card
20177,1,20177,Credit card
20178,1,20178,Credit card
20179,1,20179,Credit card
20180,2,20180,Cash
20181,1,20181,Credit card
20182,1,20182,Credit card
20183,2,20183,Cash
20184,1,20184,Credit card
20185,2,20185,Cash
20186,2,20186,Cash
20187,1,20187,Credit card
20188,2,20188,Cash
20189,1,20189,Credit card
20190,1,20190,Credit card
20191,1,20191,Credit card
20192,2,20192,Cash
20193,1,20193,Credit card
20194,1,20194,Credit card
20195,1,20195,Credit card
20196,2,20196,Cash
20197,1,20197,Credit card
20198,1,20198,Credit card
20199,1,20199,Credit card
20200,2,20200,Cash
20201,1,20201,Credit card
20202,1,20202,Credit card
20203,1,20203,Credit card
20204,1,20204,Credit card
20205,1,20205,Credit card
20206,2,20206,Cash
20207,1,20207,Credit card
20208,1,20208,Credit card
20209,1,20209,Credit card
20210,1,20210,Credit card
20211,1,20211,Credit card
20212,2,20212,Cash
20213,1,20213,Credit card
20214,2,20214,Cash
20215,1,20215,Credit card
20216,2,20216,Cash
20217,1,20217,Credit card
20218,2,20218,Cash
20219,1,20219,Credit card
20220,1,20220,Credit card
20221,1,20221,Credit card
20222,1,20222,Credit card
20223,2,20223,Cash
20224,2,20224,Cash
20225,1,20225,Credit card
20226,1,20226,Credit card
20227,1,20227,Credit card
20228,1,20228,Credit card
20229,1,20229,Credit card
20230,1,20230,Credit card
20231,1,20231,Credit card
20232,1,20232,Credit card
20233,1,20233,Credit card
20234,1,20234,Credit card
20235,1,20235,Credit card
20236,2,20236,Cash
20237,1,20237,Credit card
20238,2,20238,Cash
20239,2,20239,Cash
20240,1,20240,Credit card
20241,1,20241,Credit card
20242,1,20242,Credit card
20243,1,20243,Credit card
20244,1,20244,Credit card
20245,1,20245,Credit card
20246,1,20246,Credit card
20247,1,20247,Credit card
20248,1,20248,Credit card
20249,1,20249,Credit card
20250,1,20250,Credit card
20251,1,20251,Credit card
20252,1,20252,Credit card
20253,1,20253,Credit card
20254,2,20254,Cash
20255,2,20255,Cash
20256,1,20256,Credit card
20257,1,20257,Credit card
20258,1,20258,Credit card
20259,1,20259,Credit card
20260,2,20260,Cash
20261,1,20261,Credit card
20262,1,20262,Credit card
20263,2,20263,Cash
20264,1,20264,Credit card
20265,1,20265,Credit card
20266,2,20266,Cash
20267,1,20267,Credit card
20268,2,20268,Cash
20269,1,20269,Credit card
20270,1,20270,Credit card
20271,1,20271,Credit card
20272,1,20272,Credit card
20273,2,20273,Cash
20274,1,20274,Credit card
20275,1,20275,Credit card
20276,1,20276,Credit card
20277,1,20277,Credit card
20278,1,20278,Credit card
20279,1,20279,Credit card
20280,1,20280,Credit card
20281,1,20281,Credit card
20282,1,20282,Credit card
20283,1,20283,Credit card
20284,2,20284,Cash
20285,1,20285,Credit card
20286,1,20286,Credit card
20287,1,20287,Credit card
20288,1,20288,Credit card
20289,1,20289,Credit card
20290,1,20290,Credit card
20291,1,20291,Credit card
20292,1,20292,Credit card
20293,1,20293,Credit card
20294,2,20294,Cash
20295,1,20295,Credit card
20296,1,20296,Credit card
20297,1,20297,Credit card
20298,1,20298,Credit card
20299,2,20299,Cash
20300,2,20300,Cash
20301,1,20301,Credit card
20302,2,20302,Cash
20303,1,20303,Credit card
20304,1,20304,Credit card
20305,1,20305,Credit card
20306,1,20306,Credit card
20307,2,20307,Cash
20308,1,20308,Credit card
20309,1,20309,Credit card
20310,2,20310,Cash
20311,2,20311,Cash
20312,1,20312,Credit card
20313,1,20313,Credit card
20314,1,20314,Credit card
20315,1,20315,Credit card
20316,1,20316,Credit card
20317,1,20317,Credit card
20318,1,20318,Credit card
20319,1,20319,Credit card
20320,1,20320,Credit card
20321,2,20321,Cash
20322,2,20322,Cash
20323,1,20323,Credit card
20324,1,20324,Credit card
20325,2,20325,Cash
20326,2,20326,Cash
20327,1,20327,Credit card
20328,1,20328,Credit card
20329,2,20329,Cash
20330,1,20330,Credit card
20331,1,20331,Credit card
20332,1,20332,Credit card
20333,1,20333,Credit card
20334,1,20334,Credit card
20335,1,20335,Credit card
20336,1,20336,Credit card
20337,1,20337,Credit card
20338,1,20338,Credit card
20339,1,20339,Credit card
20340,2,20340,Cash
20341,1,20341,Credit card
20342,1,20342,Credit card
20343,1,20343,Credit card
20344,2,20344,Cash
20345,1,20345,Credit card
20346,2,20346,Cash
20347,1,20347,Credit card
20348,2,20348,Cash
20349,2,20349,Cash
20350,2,20350,Cash
20351,2,20351,Cash
20352,1,20352,Credit card
20353,1,20353,Credit card
20354,1,20354,Credit card
20355,1,20355,Credit card
20356,2,20356,Cash
20357,1,20357,Credit card
20358,2,20358,Cash
20359,2,20359,Cash
20360,1,20360,Credit card
20361,2,20361,Cash
20362,1,20362,Credit card
20363,1,20363,Credit card
20364,1,20364,Credit card
20365,1,20365,Credit card
20366,1,20366,Credit card
20367,1,20367,Credit card
20368,1,20368,Credit card
20369,1,20369,Credit card
20370,2,20370,Cash
20371,1,20371,Credit card
20372,2,20372,Cash
20373,2,20373,Cash
20374,1,20374,Credit card
20375,1,20375,Credit card
20376,2,20376,Cash
20377,1,20377,Credit card
20378,1,20378,Credit card
20379,1,20379,Credit card
20380,1,20380,Credit card
20381,2,20381,Cash
20382,1,20382,Credit card
20383,1,20383,Credit card
20384,1,20384,Credit card
20385,1,20385,Credit card
20386,1,20386,Credit card
20387,1,20387,Credit card
20388,2,20388,Cash
20389,1,20389,Credit card
20390,1,20390,Credit card
20391,2,20391,Cash
20392,2,20392,Cash
20393,1,20393,Credit card
20394,1,20394,Credit card
20395,2,20395,Cash
20396,2,20396,Cash
20397,2,20397,Cash
20398,1,20398,Credit card
20399,1,20399,Credit card
20400,1,20400,Credit card
20401,1,20401,Credit card
20402,1,20402,Credit card
20403,1,20403,Credit card
20404,1,20404,Credit card
20405,1,20405,Credit card
20406,1,20406,Credit card
20407,2,20407,Cash
20408,1,20408,Credit card
20409,1,20409,Credit card
20410,1,20410,Credit card
20411,1,20411,Credit card
20412,2,20412,Cash
20413,1,20413,Credit card
20414,1,20414,Credit card
20415,1,20415,Credit card
