,rate_code_id,RatecodeID,rate_code_name
5856,5856,1,Standard rate
5857,5857,1,Standard rate
5858,5858,1,Standard rate
5859,5859,1,Standard rate
5860,5860,1,Standard rate
5861,5861,1,Standard rate
5862,5862,1,Standard rate
5863,5863,1,Standard rate
5864,5864,1,Standard rate
5865,5865,1,Standard rate
5866,5866,1,Standard rate
5867,5867,1,Standard rate
5868,5868,1,Standard rate
5869,5869,1,Standard rate
5870,5870,1,Standard rate
5871,5871,1,Standard rate
5872,5872,4,Nassau or Westchester
5873,5873,1,Standard rate
5874,5874,1,Standard rate
5875,5875,1,Standard rate
5876,5876,1,Standard rate
5877,5877,1,Standard rate
5878,5878,1,Standard rate
5879,5879,1,Standard rate
5880,5880,1,Standard rate
5881,5881,1,Standard rate
5882,5882,1,Standard rate
5883,5883,1,Standard rate
5884,5884,1,Standard rate
5885,5885,1,Standard rate
5886,5886,1,Standard rate
5887,5887,1,Standard rate
5888,5888,1,Standard rate
5889,5889,1,Standard rate
5890,5890,1,Standard rate
5891,5891,1,Standard rate
5892,5892,1,Standard rate
5893,5893,1,Standard rate
5894,5894,1,Standard rate
5895,5895,2,JFK
5896,5896,1,Standard rate
5897,5897,1,Standard rate
5898,5898,1,Standard rate
5899,5899,1,Standard rate
5900,5900,1,Standard rate
5901,5901,1,Standard rate
5902,5902,1,Standard rate
5903,5903,1,Standard rate
5904,5904,1,Standard rate
5905,5905,1,Standard rate
5906,5906,1,Standard rate
5907,5907,1,Standard rate
5908,5908,1,Standard rate
5909,5909,1,Standard rate
5910,5910,1,Standard rate
5911,5911,1,Standard rate
5912,5912,1,Standard rate
5913,5913,1,Standard rate
5914,5914,1,Standard rate
5915,5915,1,Standard rate
5916,5916,1,Standard rate
5917,5917,1,Standard rate
5918,5918,1,Standard rate
5919,5919,1,Standard rate
5920,5920,1,Standard rate
5921,5921,1,Standard rate
5922,5922,1,Standard rate
5923,5923,1,Standard rate
5924,5924,1,Standard rate
5925,5925,2,JFK
5926,5926,1,Standard rate
5927,5927,1,Standard rate
5928,5928,1,Standard rate
5929,5929,1,Standard rate
5930,5930,1,Standard rate
5931,5931,1,Standard rate
5932,5932,1,Standard rate
5933,5933,1,Standard rate
5934,5934,1,Standard rate
5935,5935,1,Standard rate
5936,5936,1,Standard rate
5937,5937,1,Standard rate
5938,5938,1,Standard rate
5939,5939,1,Standard rate
5940,5940,1,Standard rate
5941,5941,1,Standard rate
5942,5942,1,Standard rate
5943,5943,1,Standard rate
5944,5944,1,Standard rate
5945,5945,1,Standard rate
5946,5946,1,Standard rate
5947,5947,1,Standard rate
5948,5948,1,Standard rate
5949,5949,1,Standard rate
5950,5950,1,Standard rate
5951,5951,1,Standard rate
5952,5952,1,Standard rate
5953,5953,1,Standard rate
5954,5954,1,Standard rate
5955,5955,1,Standard rate
5956,5956,1,Standard rate
5957,5957,1,Standard rate
5958,5958,1,Standard rate
5959,5959,1,Standard rate
5960,5960,1,Standard rate
5961,5961,2,JFK
5962,5962,1,Standard rate
5963,5963,1,Standard rate
5964,5964,1,Standard rate
5965,5965,1,Standard rate
5966,5966,1,Standard rate
5967,5967,1,Standard rate
5968,5968,1,Standard rate
5969,5969,1,Standard rate
5970,5970,1,Standard rate
5971,5971,1,Standard rate
5972,5972,1,Standard rate
5973,5973,1,Standard rate
5974,5974,1,Standard rate
5975,5975,1,Standard rate
5976,5976,1,Standard rate
5977,5977,1,Standard rate
5978,5978,1,Standard rate
5979,5979,1,Standard rate
5980,5980,1,Standard rate
5981,5981,1,Standard rate
5982,5982,1,Standard rate
5983,5983,1,Standard rate
5984,5984,1,Standard rate
5985,5985,1,Standard rate
5986,5986,1,Standard rate
5987,5987,1,Standard rate
5988,5988,1,Standard rate
5989,5989,1,Standard rate
5990,5990,1,Standard rate
5991,5991,1,Standard rate
5992,5992,1,Standard rate
5993,5993,2,JFK
5994,5994,1,Standard rate
5995,5995,1,Standard rate
5996,5996,1,Standard rate
5997,5997,1,Standard rate
5998,5998,1,Standard rate
5999,5999,1,Standard rate
6000,6000,1,Standard rate
6001,6001,1,Standard rate
6002,6002,1,Standard rate
6003,6003,1,Standard rate
6004,6004,1,Standard rate
6005,6005,1,Standard rate
6006,6006,1,Standard rate
6007,6007,1,Standard rate
6008,6008,1,Standard rate
6009,6009,1,Standard rate
6010,6010,1,Standard rate
6011,6011,1,Standard rate
6012,6012,1,Standard rate
6013,6013,1,Standard rate
6014,6014,1,Standard rate
6015,6015,1,Standard rate
6016,6016,1,Standard rate
6017,6017,1,Standard rate
6018,6018,1,Standard rate
6019,6019,1,Standard rate
6020,6020,1,Standard rate
6021,6021,1,Standard rate
6022,6022,1,Standard rate
6023,6023,1,Standard rate
6024,6024,1,Standard rate
6025,6025,1,Standard rate
6026,6026,2,JFK
6027,6027,1,Standard rate
6028,6028,1,Standard rate
6029,6029,1,Standard rate
6030,6030,1,Standard rate
6031,6031,1,Standard rate
6032,6032,5,Negotiated fare
6033,6033,1,Standard rate
6034,6034,1,Standard rate
6035,6035,1,Standard rate
6036,6036,1,Standard rate
6037,6037,1,Standard rate
6038,6038,1,Standard rate
6039,6039,1,Standard rate
6040,6040,1,Standard rate
6041,6041,1,Standard rate
6042,6042,1,Standard rate
6043,6043,1,Standard rate
6044,6044,1,Standard rate
6045,6045,1,Standard rate
6046,6046,1,Standard rate
6047,6047,1,Standard rate
6048,6048,1,Standard rate
6049,6049,1,Standard rate
6050,6050,2,JFK
6051,6051,1,Standard rate
6052,6052,1,Standard rate
6053,6053,1,Standard rate
6054,6054,1,Standard rate
6055,6055,1,Standard rate
6056,6056,1,Standard rate
6057,6057,1,Standard rate
6058,6058,1,Standard rate
6059,6059,1,Standard rate
6060,6060,1,Standard rate
6061,6061,1,Standard rate
6062,6062,1,Standard rate
6063,6063,1,Standard rate
6064,6064,1,Standard rate
6065,6065,1,Standard rate
6066,6066,1,Standard rate
6067,6067,1,Standard rate
6068,6068,1,Standard rate
6069,6069,1,Standard rate
6070,6070,1,Standard rate
6071,6071,1,Standard rate
6072,6072,1,Standard rate
6073,6073,1,Standard rate
6074,6074,1,Standard rate
6075,6075,1,Standard rate
6076,6076,1,Standard rate
6077,6077,1,Standard rate
6078,6078,1,Standard rate
6079,6079,1,Standard rate
6080,6080,1,Standard rate
6081,6081,1,Standard rate
6082,6082,1,Standard rate
6083,6083,1,Standard rate
6084,6084,1,Standard rate
6085,6085,1,Standard rate
6086,6086,1,Standard rate
6087,6087,1,Standard rate
6088,6088,1,Standard rate
6089,6089,1,Standard rate
6090,6090,1,Standard rate
6091,6091,1,Standard rate
6092,6092,1,Standard rate
6093,6093,1,Standard rate
6094,6094,1,Standard rate
6095,6095,1,Standard rate
6096,6096,1,Standard rate
6097,6097,1,Standard rate
6098,6098,1,Standard rate
6099,6099,1,Standard rate
6100,6100,1,Standard rate
6101,6101,1,Standard rate
6102,6102,1,Standard rate
6103,6103,1,Standard rate
6104,6104,1,Standard rate
6105,6105,1,Standard rate
6106,6106,1,Standard rate
6107,6107,1,Standard rate
6108,6108,1,Standard rate
6109,6109,1,Standard rate
6110,6110,1,Standard rate
6111,6111,1,Standard rate
6112,6112,1,Standard rate
6113,6113,1,Standard rate
6114,6114,1,Standard rate
6115,6115,1,Standard rate
6116,6116,1,Standard rate
6117,6117,1,Standard rate
6118,6118,1,Standard rate
6119,6119,1,Standard rate
6120,6120,1,Standard rate
6121,6121,1,Standard rate
6122,6122,1,Standard rate
6123,6123,1,Standard rate
6124,6124,1,Standard rate
6125,6125,1,Standard rate
6126,6126,1,Standard rate
6127,6127,1,Standard rate
6128,6128,1,Standard rate
6129,6129,1,Standard rate
6130,6130,1,Standard rate
6131,6131,1,Standard rate
6132,6132,1,Standard rate
6133,6133,1,Standard rate
6134,6134,1,Standard rate
6135,6135,1,Standard rate
6136,6136,1,Standard rate
6137,6137,1,Standard rate
6138,6138,1,Standard rate
6139,6139,1,Standard rate
6140,6140,1,Standard rate
6141,6141,1,Standard rate
6142,6142,1,Standard rate
6143,6143,1,Standard rate
6144,6144,1,Standard rate
6145,6145,1,Standard rate
6146,6146,1,Standard rate
6147,6147,1,Standard rate
6148,6148,1,Standard rate
6149,6149,1,Standard rate
6150,6150,1,Standard rate
6151,6151,1,Standard rate
6152,6152,1,Standard rate
6153,6153,1,Standard rate
6154,6154,1,Standard rate
6155,6155,1,Standard rate
6156,6156,1,Standard rate
6157,6157,1,Standard rate
6158,6158,1,Standard rate
6159,6159,1,Standard rate
6160,6160,1,Standard rate
6161,6161,1,Standard rate
6162,6162,1,Standard rate
6163,6163,1,Standard rate
6164,6164,1,Standard rate
6165,6165,1,Standard rate
6166,6166,1,Standard rate
6167,6167,1,Standard rate
6168,6168,1,Standard rate
6169,6169,1,Standard rate
6170,6170,1,Standard rate
6171,6171,1,Standard rate
6172,6172,1,Standard rate
6173,6173,1,Standard rate
6174,6174,1,Standard rate
6175,6175,1,Standard rate
6176,6176,1,Standard rate
6177,6177,1,Standard rate
6178,6178,1,Standard rate
6179,6179,1,Standard rate
6180,6180,1,Standard rate
6181,6181,1,Standard rate
6182,6182,1,Standard rate
6183,6183,1,Standard rate
6184,6184,1,Standard rate
6185,6185,1,Standard rate
6186,6186,1,Standard rate
6187,6187,1,Standard rate
6188,6188,1,Standard rate
6189,6189,1,Standard rate
6190,6190,1,Standard rate
6191,6191,1,Standard rate
6192,6192,1,Standard rate
6193,6193,1,Standard rate
6194,6194,1,Standard rate
6195,6195,1,Standard rate
6196,6196,1,Standard rate
6197,6197,1,Standard rate
6198,6198,1,Standard rate
6199,6199,1,Standard rate
6200,6200,1,Standard rate
6201,6201,1,Standard rate
6202,6202,1,Standard rate
6203,6203,1,Standard rate
6204,6204,1,Standard rate
6205,6205,1,Standard rate
6206,6206,1,Standard rate
6207,6207,1,Standard rate
6208,6208,1,Standard rate
6209,6209,1,Standard rate
6210,6210,1,Standard rate
6211,6211,1,Standard rate
6212,6212,1,Standard rate
6213,6213,1,Standard rate
6214,6214,1,Standard rate
6215,6215,1,Standard rate
6216,6216,1,Standard rate
6217,6217,1,Standard rate
6218,6218,1,Standard rate
6219,6219,1,Standard rate
6220,6220,1,Standard rate
6221,6221,1,Standard rate
6222,6222,1,Standard rate
6223,6223,1,Standard rate
6224,6224,1,Standard rate
6225,6225,1,Standard rate
6226,6226,1,Standard rate
6227,6227,1,Standard rate
6228,6228,1,Standard rate
6229,6229,1,Standard rate
6230,6230,1,Standard rate
6231,6231,1,Standard rate
6232,6232,1,Standard rate
6233,6233,1,Standard rate
6234,6234,1,Standard rate
6235,6235,1,Standard rate
6236,6236,1,Standard rate
6237,6237,1,Standard rate
6238,6238,1,Standard rate
6239,6239,1,Standard rate
6240,6240,1,Standard rate
6241,6241,1,Standard rate
6242,6242,1,Standard rate
6243,6243,1,Standard rate
6244,6244,1,Standard rate
6245,6245,1,Standard rate
6246,6246,2,JFK
6247,6247,1,Standard rate
6248,6248,1,Standard rate
6249,6249,1,Standard rate
6250,6250,1,Standard rate
6251,6251,1,Standard rate
6252,6252,1,Standard rate
6253,6253,1,Standard rate
6254,6254,1,Standard rate
6255,6255,1,Standard rate
6256,6256,1,Standard rate
6257,6257,1,Standard rate
6258,6258,1,Standard rate
6259,6259,1,Standard rate
6260,6260,1,Standard rate
6261,6261,1,Standard rate
6262,6262,1,Standard rate
6263,6263,1,Standard rate
6264,6264,1,Standard rate
6265,6265,1,Standard rate
6266,6266,1,Standard rate
6267,6267,1,Standard rate
6268,6268,1,Standard rate
6269,6269,1,Standard rate
6270,6270,1,Standard rate
6271,6271,1,Standard rate
6272,6272,1,Standard rate
6273,6273,1,Standard rate
6274,6274,1,Standard rate
6275,6275,1,Standard rate
6276,6276,1,Standard rate
6277,6277,1,Standard rate
6278,6278,1,Standard rate
6279,6279,1,Standard rate
6280,6280,1,Standard rate
6281,6281,1,Standard rate
6282,6282,1,Standard rate
6283,6283,1,Standard rate
6284,6284,1,Standard rate
6285,6285,1,Standard rate
6286,6286,1,Standard rate
6287,6287,1,Standard rate
6288,6288,1,Standard rate
6289,6289,1,Standard rate
6290,6290,1,Standard rate
6291,6291,1,Standard rate
6292,6292,1,Standard rate
6293,6293,1,Standard rate
6294,6294,1,Standard rate
6295,6295,1,Standard rate
6296,6296,1,Standard rate
6297,6297,1,Standard rate
6298,6298,1,Standard rate
6299,6299,1,Standard rate
6300,6300,1,Standard rate
6301,6301,1,Standard rate
6302,6302,1,Standard rate
6303,6303,1,Standard rate
6304,6304,1,Standard rate
6305,6305,1,Standard rate
6306,6306,1,Standard rate
6307,6307,1,Standard rate
6308,6308,1,Standard rate
6309,6309,1,Standard rate
6310,6310,1,Standard rate
6311,6311,1,Standard rate
6312,6312,1,Standard rate
6313,6313,1,Standard rate
6314,6314,1,Standard rate
6315,6315,1,Standard rate
6316,6316,1,Standard rate
6317,6317,1,Standard rate
6318,6318,1,Standard rate
6319,6319,1,Standard rate
6320,6320,1,Standard rate
6321,6321,1,Standard rate
6322,6322,1,Standard rate
6323,6323,1,Standard rate
6324,6324,1,Standard rate
6325,6325,1,Standard rate
6326,6326,1,Standard rate
6327,6327,1,Standard rate
6328,6328,1,Standard rate
6329,6329,1,Standard rate
6330,6330,1,Standard rate
6331,6331,1,Standard rate
6332,6332,1,Standard rate
6333,6333,1,Standard rate
6334,6334,1,Standard rate
6335,6335,1,Standard rate
6336,6336,1,Standard rate
6337,6337,1,Standard rate
6338,6338,1,Standard rate
6339,6339,1,Standard rate
6340,6340,1,Standard rate
6341,6341,1,Standard rate
6342,6342,1,Standard rate
6343,6343,1,Standard rate
6344,6344,1,Standard rate
6345,6345,1,Standard rate
6346,6346,1,Standard rate
6347,6347,1,Standard rate
6348,6348,1,Standard rate
6349,6349,1,Standard rate
6350,6350,1,Standard rate
6351,6351,1,Standard rate
6352,6352,1,Standard rate
6353,6353,1,Standard rate
6354,6354,1,Standard rate
6355,6355,1,Standard rate
6356,6356,1,Standard rate
6357,6357,1,Standard rate
6358,6358,1,Standard rate
6359,6359,1,Standard rate
6360,6360,1,Standard rate
6361,6361,1,Standard rate
6362,6362,1,Standard rate
6363,6363,1,Standard rate
6364,6364,1,Standard rate
6365,6365,1,Standard rate
6366,6366,1,Standard rate
6367,6367,1,Standard rate
6368,6368,1,Standard rate
6369,6369,1,Standard rate
6370,6370,1,Standard rate
6371,6371,1,Standard rate
6372,6372,1,Standard rate
6373,6373,1,Standard rate
6374,6374,1,Standard rate
6375,6375,1,Standard rate
6376,6376,1,Standard rate
6377,6377,1,Standard rate
6378,6378,1,Standard rate
6379,6379,1,Standard rate
6380,6380,1,Standard rate
6381,6381,1,Standard rate
6382,6382,1,Standard rate
6383,6383,1,Standard rate
6384,6384,1,Standard rate
6385,6385,1,Standard rate
6386,6386,1,Standard rate
6387,6387,1,Standard rate
6388,6388,1,Standard rate
6389,6389,1,Standard rate
6390,6390,1,Standard rate
6391,6391,1,Standard rate
6392,6392,1,Standard rate
6393,6393,1,Standard rate
6394,6394,1,Standard rate
6395,6395,1,Standard rate
6396,6396,1,Standard rate
6397,6397,1,Standard rate
6398,6398,1,Standard rate
6399,6399,1,Standard rate
6400,6400,1,Standard rate
6401,6401,1,Standard rate
6402,6402,1,Standard rate
6403,6403,1,Standard rate
6404,6404,1,Standard rate
6405,6405,1,Standard rate
6406,6406,1,Standard rate
6407,6407,1,Standard rate
6408,6408,1,Standard rate
6409,6409,1,Standard rate
6410,6410,1,Standard rate
6411,6411,1,Standard rate
6412,6412,1,Standard rate
6413,6413,1,Standard rate
6414,6414,1,Standard rate
6415,6415,1,Standard rate
6416,6416,1,Standard rate
6417,6417,1,Standard rate
6418,6418,1,Standard rate
6419,6419,1,Standard rate
6420,6420,1,Standard rate
6421,6421,1,Standard rate
6422,6422,1,Standard rate
6423,6423,1,Standard rate
6424,6424,1,Standard rate
6425,6425,2,JFK
6426,6426,1,Standard rate
6427,6427,1,Standard rate
6428,6428,1,Standard rate
6429,6429,1,Standard rate
6430,6430,1,Standard rate
6431,6431,1,Standard rate
6432,6432,1,Standard rate
6433,6433,1,Standard rate
6434,6434,1,Standard rate
6435,6435,1,Standard rate
6436,6436,1,Standard rate
6437,6437,1,Standard rate
6438,6438,1,Standard rate
6439,6439,1,Standard rate
6440,6440,1,Standard rate
6441,6441,1,Standard rate
6442,6442,1,Standard rate
6443,6443,1,Standard rate
6444,6444,1,Standard rate
6445,6445,1,Standard rate
6446,6446,1,Standard rate
6447,6447,1,Standard rate
6448,6448,1,Standard rate
6449,6449,1,Standard rate
6450,6450,1,Standard rate
6451,6451,1,Standard rate
6452,6452,1,Standard rate
6453,6453,1,Standard rate
6454,6454,1,Standard rate
6455,6455,1,Standard rate
6456,6456,1,Standard rate
6457,6457,1,Standard rate
6458,6458,1,Standard rate
6459,6459,1,Standard rate
6460,6460,2,JFK
6461,6461,1,Standard rate
6462,6462,1,Standard rate
6463,6463,1,Standard rate
6464,6464,1,Standard rate
6465,6465,1,Standard rate
6466,6466,1,Standard rate
6467,6467,1,Standard rate
6468,6468,1,Standard rate
6469,6469,1,Standard rate
6470,6470,1,Standard rate
6471,6471,1,Standard rate
6472,6472,1,Standard rate
6473,6473,1,Standard rate
6474,6474,1,Standard rate
6475,6475,1,Standard rate
6476,6476,1,Standard rate
6477,6477,1,Standard rate
6478,6478,1,Standard rate
6479,6479,1,Standard rate
6480,6480,1,Standard rate
6481,6481,1,Standard rate
6482,6482,1,Standard rate
6483,6483,1,Standard rate
6484,6484,1,Standard rate
6485,6485,1,Standard rate
6486,6486,1,Standard rate
6487,6487,1,Standard rate
6488,6488,1,Standard rate
6489,6489,1,Standard rate
6490,6490,1,Standard rate
6491,6491,1,Standard rate
6492,6492,1,Standard rate
6493,6493,1,Standard rate
6494,6494,1,Standard rate
6495,6495,1,Standard rate
6496,6496,1,Standard rate
6497,6497,1,Standard rate
6498,6498,1,Standard rate
6499,6499,1,Standard rate
6500,6500,1,Standard rate
6501,6501,1,Standard rate
6502,6502,1,Standard rate
6503,6503,1,Standard rate
6504,6504,1,Standard rate
6505,6505,1,Standard rate
6506,6506,1,Standard rate
6507,6507,1,Standard rate
6508,6508,1,Standard rate
6509,6509,1,Standard rate
6510,6510,1,Standard rate
6511,6511,1,Standard rate
6512,6512,1,Standard rate
6513,6513,1,Standard rate
6514,6514,1,Standard rate
6515,6515,1,Standard rate
6516,6516,1,Standard rate
6517,6517,1,Standard rate
6518,6518,1,Standard rate
6519,6519,1,Standard rate
6520,6520,1,Standard rate
6521,6521,1,Standard rate
6522,6522,1,Standard rate
6523,6523,1,Standard rate
6524,6524,1,Standard rate
6525,6525,1,Standard rate
6526,6526,1,Standard rate
6527,6527,2,JFK
6528,6528,1,Standard rate
6529,6529,1,Standard rate
6530,6530,1,Standard rate
6531,6531,1,Standard rate
6532,6532,1,Standard rate
6533,6533,1,Standard rate
6534,6534,1,Standard rate
6535,6535,1,Standard rate
6536,6536,1,Standard rate
6537,6537,1,Standard rate
6538,6538,1,Standard rate
6539,6539,1,Standard rate
6540,6540,1,Standard rate
6541,6541,1,Standard rate
6542,6542,1,Standard rate
6543,6543,1,Standard rate
6544,6544,1,Standard rate
6545,6545,1,Standard rate
6546,6546,1,Standard rate
6547,6547,1,Standard rate
6548,6548,1,Standard rate
6549,6549,1,Standard rate
6550,6550,1,Standard rate
6551,6551,1,Standard rate
6552,6552,1,Standard rate
6553,6553,1,Standard rate
6554,6554,1,Standard rate
6555,6555,2,JFK
6556,6556,1,Standard rate
6557,6557,1,Standard rate
6558,6558,1,Standard rate
6559,6559,1,Standard rate
6560,6560,1,Standard rate
6561,6561,1,Standard rate
6562,6562,1,Standard rate
6563,6563,1,Standard rate
6564,6564,1,Standard rate
6565,6565,1,Standard rate
6566,6566,1,Standard rate
6567,6567,1,Standard rate
6568,6568,1,Standard rate
6569,6569,1,Standard rate
6570,6570,1,Standard rate
6571,6571,1,Standard rate
6572,6572,1,Standard rate
6573,6573,1,Standard rate
6574,6574,1,Standard rate
6575,6575,1,Standard rate
6576,6576,1,Standard rate
6577,6577,1,Standard rate
6578,6578,1,Standard rate
6579,6579,1,Standard rate
6580,6580,1,Standard rate
6581,6581,1,Standard rate
6582,6582,1,Standard rate
6583,6583,1,Standard rate
6584,6584,1,Standard rate
6585,6585,1,Standard rate
6586,6586,1,Standard rate
6587,6587,1,Standard rate
6588,6588,1,Standard rate
6589,6589,1,Standard rate
6590,6590,1,Standard rate
6591,6591,1,Standard rate
6592,6592,1,Standard rate
6593,6593,1,Standard rate
6594,6594,1,Standard rate
6595,6595,1,Standard rate
6596,6596,1,Standard rate
6597,6597,1,Standard rate
6598,6598,1,Standard rate
6599,6599,1,Standard rate
6600,6600,1,Standard rate
6601,6601,1,Standard rate
6602,6602,1,Standard rate
6603,6603,1,Standard rate
6604,6604,1,Standard rate
6605,6605,1,Standard rate
6606,6606,1,Standard rate
6607,6607,1,Standard rate
6608,6608,1,Standard rate
6609,6609,1,Standard rate
6610,6610,1,Standard rate
6611,6611,1,Standard rate
6612,6612,1,Standard rate
6613,6613,1,Standard rate
6614,6614,1,Standard rate
6615,6615,1,Standard rate
6616,6616,1,Standard rate
6617,6617,1,Standard rate
6618,6618,1,Standard rate
6619,6619,1,Standard rate
6620,6620,1,Standard rate
6621,6621,1,Standard rate
6622,6622,1,Standard rate
6623,6623,1,Standard rate
6624,6624,1,Standard rate
6625,6625,1,Standard rate
6626,6626,1,Standard rate
6627,6627,1,Standard rate
6628,6628,1,Standard rate
6629,6629,1,Standard rate
6630,6630,1,Standard rate
6631,6631,1,Standard rate
6632,6632,1,Standard rate
6633,6633,1,Standard rate
6634,6634,1,Standard rate
6635,6635,1,Standard rate
6636,6636,1,Standard rate
6637,6637,1,Standard rate
6638,6638,1,Standard rate
6639,6639,1,Standard rate
6640,6640,1,Standard rate
6641,6641,1,Standard rate
6642,6642,1,Standard rate
6643,6643,1,Standard rate
6644,6644,1,Standard rate
6645,6645,1,Standard rate
6646,6646,1,Standard rate
6647,6647,1,Standard rate
6648,6648,1,Standard rate
6649,6649,1,Standard rate
6650,6650,1,Standard rate
6651,6651,1,Standard rate
6652,6652,1,Standard rate
6653,6653,1,Standard rate
6654,6654,1,Standard rate
6655,6655,1,Standard rate
6656,6656,1,Standard rate
6657,6657,1,Standard rate
6658,6658,1,Standard rate
6659,6659,1,Standard rate
6660,6660,1,Standard rate
6661,6661,1,Standard rate
6662,6662,1,Standard rate
6663,6663,1,Standard rate
6664,6664,1,Standard rate
6665,6665,1,Standard rate
6666,6666,1,Standard rate
6667,6667,1,Standard rate
6668,6668,1,Standard rate
6669,6669,1,Standard rate
6670,6670,1,Standard rate
6671,6671,1,Standard rate
6672,6672,1,Standard rate
6673,6673,1,Standard rate
6674,6674,1,Standard rate
6675,6675,1,Standard rate
6676,6676,1,Standard rate
6677,6677,1,Standard rate
6678,6678,1,Standard rate
6679,6679,1,Standard rate
6680,6680,1,Standard rate
6681,6681,1,Standard rate
6682,6682,1,Standard rate
6683,6683,1,Standard rate
6684,6684,1,Standard rate
6685,6685,1,Standard rate
6686,6686,1,Standard rate
6687,6687,1,Standard rate
6688,6688,1,Standard rate
6689,6689,1,Standard rate
6690,6690,1,Standard rate
6691,6691,1,Standard rate
6692,6692,1,Standard rate
6693,6693,1,Standard rate
6694,6694,1,Standard rate
6695,6695,1,Standard rate
6696,6696,2,JFK
6697,6697,1,Standard rate
6698,6698,1,Standard rate
6699,6699,1,Standard rate
6700,6700,1,Standard rate
6701,6701,1,Standard rate
6702,6702,1,Standard rate
6703,6703,1,Standard rate
6704,6704,1,Standard rate
6705,6705,1,Standard rate
6706,6706,1,Standard rate
6707,6707,1,Standard rate
6708,6708,1,Standard rate
6709,6709,1,Standard rate
6710,6710,1,Standard rate
6711,6711,1,Standard rate
6712,6712,1,Standard rate
6713,6713,1,Standard rate
6714,6714,1,Standard rate
6715,6715,1,Standard rate
6716,6716,1,Standard rate
6717,6717,1,Standard rate
6718,6718,3,Newark
6719,6719,1,Standard rate
6720,6720,1,Standard rate
6721,6721,1,Standard rate
6722,6722,1,Standard rate
6723,6723,1,Standard rate
6724,6724,1,Standard rate
6725,6725,2,JFK
6726,6726,1,Standard rate
6727,6727,1,Standard rate
6728,6728,1,Standard rate
6729,6729,1,Standard rate
6730,6730,1,Standard rate
6731,6731,1,Standard rate
6732,6732,1,Standard rate
6733,6733,1,Standard rate
6734,6734,1,Standard rate
6735,6735,1,Standard rate
6736,6736,1,Standard rate
6737,6737,1,Standard rate
6738,6738,1,Standard rate
6739,6739,1,Standard rate
6740,6740,1,Standard rate
6741,6741,1,Standard rate
6742,6742,1,Standard rate
6743,6743,1,Standard rate
6744,6744,1,Standard rate
6745,6745,1,Standard rate
6746,6746,1,Standard rate
6747,6747,1,Standard rate
6748,6748,1,Standard rate
6749,6749,2,JFK
6750,6750,1,Standard rate
6751,6751,1,Standard rate
6752,6752,1,Standard rate
6753,6753,1,Standard rate
6754,6754,1,Standard rate
6755,6755,1,Standard rate
6756,6756,1,Standard rate
6757,6757,1,Standard rate
6758,6758,1,Standard rate
6759,6759,1,Standard rate
6760,6760,1,Standard rate
6761,6761,1,Standard rate
6762,6762,1,Standard rate
6763,6763,1,Standard rate
6764,6764,1,Standard rate
6765,6765,1,Standard rate
6766,6766,1,Standard rate
6767,6767,1,Standard rate
6768,6768,1,Standard rate
6769,6769,1,Standard rate
6770,6770,1,Standard rate
6771,6771,1,Standard rate
6772,6772,1,Standard rate
6773,6773,1,Standard rate
6774,6774,1,Standard rate
6775,6775,1,Standard rate
6776,6776,1,Standard rate
6777,6777,1,Standard rate
6778,6778,1,Standard rate
6779,6779,1,Standard rate
6780,6780,1,Standard rate
6781,6781,1,Standard rate
6782,6782,1,Standard rate
6783,6783,1,Standard rate
6784,6784,1,Standard rate
6785,6785,1,Standard rate
6786,6786,1,Standard rate
6787,6787,1,Standard rate
6788,6788,1,Standard rate
6789,6789,1,Standard rate
6790,6790,1,Standard rate
6791,6791,1,Standard rate
6792,6792,1,Standard rate
6793,6793,1,Standard rate
6794,6794,1,Standard rate
6795,6795,1,Standard rate
6796,6796,1,Standard rate
6797,6797,1,Standard rate
6798,6798,1,Standard rate
6799,6799,1,Standard rate
6800,6800,1,Standard rate
6801,6801,1,Standard rate
6802,6802,1,Standard rate
6803,6803,1,Standard rate
6804,6804,1,Standard rate
6805,6805,1,Standard rate
6806,6806,1,Standard rate
6807,6807,1,Standard rate
6808,6808,1,Standard rate
6809,6809,1,Standard rate
6810,6810,1,Standard rate
6811,6811,1,Standard rate
6812,6812,1,Standard rate
6813,6813,1,Standard rate
6814,6814,1,Standard rate
6815,6815,1,Standard rate
6816,6816,1,Standard rate
6817,6817,1,Standard rate
6818,6818,1,Standard rate
6819,6819,1,Standard rate
6820,6820,1,Standard rate
6821,6821,1,Standard rate
6822,6822,1,Standard rate
6823,6823,1,Standard rate
6824,6824,1,Standard rate
6825,6825,1,Standard rate
6826,6826,1,Standard rate
6827,6827,1,Standard rate
6828,6828,1,Standard rate
6829,6829,1,Standard rate
6830,6830,1,Standard rate
6831,6831,1,Standard rate
6832,6832,1,Standard rate
6833,6833,1,Standard rate
6834,6834,1,Standard rate
6835,6835,1,Standard rate
6836,6836,1,Standard rate
6837,6837,1,Standard rate
6838,6838,1,Standard rate
6839,6839,1,Standard rate
6840,6840,1,Standard rate
6841,6841,1,Standard rate
6842,6842,1,Standard rate
6843,6843,1,Standard rate
6844,6844,1,Standard rate
6845,6845,1,Standard rate
6846,6846,1,Standard rate
6847,6847,1,Standard rate
6848,6848,1,Standard rate
6849,6849,4,Nassau or Westchester
6850,6850,1,Standard rate
6851,6851,1,Standard rate
6852,6852,1,Standard rate
6853,6853,1,Standard rate
6854,6854,1,Standard rate
